epoch,accuracy,loss,val_accuracy,val_loss
0,0.18991999328136444,2.609908103942871,0.34540000557899475,1.8332085609436035
1,0.26708000898361206,2.1313836574554443,0.3856000006198883,1.7152001857757568
2,0.31393998861312866,1.9369022846221924,0.4223000109195709,1.6117631196975708
3,0.35019999742507935,1.8188410997390747,0.44200000166893005,1.5492396354675293
4,0.3781999945640564,1.7360625267028809,0.4674000144004822,1.4969185590744019
5,0.4079200029373169,1.659258246421814,0.4846999943256378,1.4445106983184814
6,0.4293400049209595,1.5950648784637451,0.49950000643730164,1.4064916372299194
7,0.44905999302864075,1.5451736450195312,0.5138999819755554,1.3685381412506104
8,0.46766000986099243,1.4964516162872314,0.5199000239372253,1.3461835384368896
9,0.4801200032234192,1.4593449831008911,0.5299000144004822,1.3176331520080566
10,0.49588000774383545,1.4188729524612427,0.5325000286102295,1.301635503768921
11,0.5100600123405457,1.38664972782135,0.5401999950408936,1.282922387123108
12,0.5229600071907043,1.3493502140045166,0.5475999712944031,1.2677772045135498
13,0.5337399840354919,1.3234741687774658,0.5501000285148621,1.2515870332717896
14,0.5419399738311768,1.2950133085250854,0.5511000156402588,1.2429193258285522
15,0.552839994430542,1.2711111307144165,0.5602999925613403,1.2286429405212402
16,0.5613999962806702,1.2443808317184448,0.5623999834060669,1.2208137512207031
17,0.5702400207519531,1.2235512733459473,0.5637999773025513,1.2142715454101562
18,0.576200008392334,1.2010962963104248,0.5644000172615051,1.2100772857666016
19,0.5853999853134155,1.1746712923049927,0.5702000260353088,1.201302409172058
20,0.5933799743652344,1.1549321413040161,0.5742999911308289,1.1998525857925415
21,0.6032400131225586,1.1242033243179321,0.5741000175476074,1.1999659538269043
22,0.6110600233078003,1.1074142456054688,0.5723999738693237,1.1910796165466309
23,0.6161400079727173,1.094136118888855,0.5764999985694885,1.1914254426956177
24,0.6243000030517578,1.065308928489685,0.5791000127792358,1.1894441843032837
25,0.6291400194168091,1.05648934841156,0.578000009059906,1.1866074800491333
26,0.637179970741272,1.0345358848571777,0.5799000263214111,1.1935111284255981
27,0.6470000147819519,1.0165722370147705,0.5841000080108643,1.1891080141067505
28,0.6557000279426575,0.997499942779541,0.5841000080108643,1.1916722059249878
29,0.6548600196838379,0.9884428381919861,0.5871000289916992,1.187781572341919
30,0.6605600118637085,0.969658613204956,0.5861999988555908,1.187592625617981
31,0.6624199748039246,0.9630143642425537,0.586899995803833,1.187599778175354
32,0.671180009841919,0.9372493028640747,0.5895000100135803,1.193706750869751
33,0.6743999719619751,0.9282835125923157,0.586899995803833,1.198351263999939
34,0.6798999905586243,0.9174407124519348,0.5924000144004822,1.1985586881637573
35,0.6877400279045105,0.8989222049713135,0.5885999798774719,1.2008068561553955
36,0.6926400065422058,0.8856931924819946,0.593500018119812,1.2009886503219604
37,0.6989399790763855,0.8656601309776306,0.5889999866485596,1.2152130603790283
38,0.6993600130081177,0.8604400157928467,0.5945000052452087,1.2102171182632446
39,0.7059999704360962,0.8445534110069275,0.5938000082969666,1.2154959440231323
40,0.70906001329422,0.8391557931900024,0.5945000052452087,1.2137736082077026
41,0.7138000130653381,0.8174930214881897,0.592199981212616,1.219407558441162
42,0.7179800271987915,0.8108010292053223,0.5896000266075134,1.2259479761123657
43,0.7192999720573425,0.8012321591377258,0.5918999910354614,1.2285823822021484
44,0.7265999913215637,0.7847650051116943,0.5910000205039978,1.2309290170669556
45,0.7318800091743469,0.7743686437606812,0.5924000144004822,1.237524151802063
46,0.7307199835777283,0.7754201292991638,0.5932000279426575,1.236517071723938
47,0.7345600128173828,0.7628212571144104,0.6008999943733215,1.2371832132339478
48,0.7398200035095215,0.7501985430717468,0.5979999899864197,1.2448848485946655
49,0.7424600124359131,0.7414988279342651,0.6014000177383423,1.244924783706665
50,0.7427999868392944,0.7413929772377014,0.588100016117096,1.2480734968185425
51,0.745780029296875,0.7400479459762573,0.5924000144004822,1.242143898010254
52,0.7463200168609619,0.742730489730835,0.5929999947547913,1.2414198207855225
53,0.7462799787521362,0.7414007549285889,0.5968000292778015,1.24968674659729
54,0.7463200235366821,0.7452318592071533,0.5978000164031982,1.2458260250091553
55,0.7467799814224243,0.7453185114860535,0.5968999862670898,1.2429886054992676
56,0.7471800026893616,0.7419538917541504,0.5967000126838684,1.2481341552734375
57,0.749399977684021,0.7396751642227173,0.5964999794960022,1.248511085510254
58,0.7524999895095825,0.7160318479537964,0.5989999771118164,1.240274429321289
59,0.7536600232124329,0.7154285311698914,0.5971999764442444,1.2517849206924438
60,0.7573400139808655,0.6995468735694885,0.5985999703407288,1.2497450113296509
61,0.7612400054931641,0.6909051537513733,0.5971999764442444,1.2577543258666992
62,0.7665799856185913,0.6771481037139893,0.5982999801635742,1.2693227529525757
63,0.7682200074195862,0.6735901832580566,0.5981000065803528,1.2716078758239746
64,0.7721999883651733,0.6608786582946777,0.5995000004768372,1.2761725187301636
65,0.7723199725151062,0.6550055146217346,0.5972999930381775,1.2834794521331787
66,0.7757800221443176,0.6480621099472046,0.6029000282287598,1.2751456499099731
67,0.7781199812889099,0.6403882503509521,0.6004999876022339,1.2842220067977905
68,0.7799599766731262,0.6370248198509216,0.6015999913215637,1.2768685817718506
69,0.7887200117111206,0.6186081767082214,0.5989999771118164,1.3005799055099487
70,0.7858399748802185,0.6233188509941101,0.5983999967575073,1.2952263355255127
71,0.7893999814987183,0.6143312454223633,0.6018999814987183,1.2916268110275269
72,0.7954800128936768,0.5929598212242126,0.6025000214576721,1.3100950717926025
73,0.7967600226402283,0.5955543518066406,0.5974000096321106,1.3160754442214966
74,0.798740029335022,0.5904215574264526,0.5989999771118164,1.3158119916915894
75,0.803600013256073,0.5747800469398499,0.6029999852180481,1.3299444913864136
76,0.798799991607666,0.5827582478523254,0.5999000072479248,1.3205267190933228
77,0.8045200109481812,0.5659170150756836,0.6035000085830688,1.3242894411087036
78,0.8073400259017944,0.5632451176643372,0.6011999845504761,1.3303985595703125
79,0.8082200288772583,0.5556280612945557,0.598800003528595,1.3370472192764282
80,0.8071799874305725,0.5548142194747925,0.6018999814987183,1.3423292636871338
81,0.8112999796867371,0.5489213466644287,0.6011000275611877,1.3510048389434814
82,0.8130000233650208,0.5448764562606812,0.6032000184059143,1.3444465398788452
83,0.8171399831771851,0.5341487526893616,0.6011000275611877,1.3528715372085571
84,0.8161600232124329,0.5319778323173523,0.6013000011444092,1.3507088422775269
85,0.8162599802017212,0.5366657972335815,0.5999000072479248,1.3485362529754639
86,0.8196600079536438,0.524213969707489,0.6040999889373779,1.353487491607666
87,0.8226400017738342,0.5181384086608887,0.6050999760627747,1.35300612449646
88,0.823419988155365,0.5153011083602905,0.5997999906539917,1.361739993095398
89,0.8263800144195557,0.5109583139419556,0.6057000160217285,1.368781566619873
90,0.8273599743843079,0.5029885768890381,0.6035000085830688,1.3804134130477905
91,0.8257200121879578,0.4998721480369568,0.6046000123023987,1.3709397315979004
92,0.8291400074958801,0.4926518499851227,0.6026999950408936,1.392602801322937
93,0.8287000060081482,0.49679768085479736,0.6014999747276306,1.3764628171920776
94,0.8311600089073181,0.4903356730937958,0.5989999771118164,1.3825701475143433
95,0.8329799771308899,0.48705339431762695,0.600600004196167,1.3862656354904175
96,0.8320199847221375,0.4859606623649597,0.6010000109672546,1.3867768049240112
97,0.8373600244522095,0.475477933883667,0.5976999998092651,1.4037925004959106
98,0.8368600010871887,0.47748878598213196,0.5986999869346619,1.3997551202774048
99,0.8420000076293945,0.46743178367614746,0.5976999998092651,1.413763403892517
100,0.8366199731826782,0.47534340620040894,0.6010000109672546,1.4023418426513672
101,0.8389000296592712,0.4712444543838501,0.5981000065803528,1.4006741046905518
102,0.8405200242996216,0.4655621349811554,0.5978000164031982,1.4065632820129395
103,0.8435199856758118,0.4578462243080139,0.5995000004768372,1.40875244140625
104,0.8457000255584717,0.4559306502342224,0.6013000011444092,1.4089405536651611
105,0.8429200053215027,0.4574491083621979,0.6021000146865845,1.4043306112289429
106,0.8446199893951416,0.45283862948417664,0.599399983882904,1.4093915224075317
107,0.8471800088882446,0.4463912844657898,0.5958999991416931,1.4214417934417725
108,0.8492000102996826,0.4406667947769165,0.5971999764442444,1.4239283800125122
109,0.8483999967575073,0.44295063614845276,0.6008999943733215,1.425041913986206
110,0.8512799739837646,0.43511703610420227,0.6011000275611877,1.418861985206604
111,0.8507599830627441,0.43654003739356995,0.6029000282287598,1.425599455833435
112,0.8505799770355225,0.43884751200675964,0.5996999740600586,1.4222807884216309
113,0.8532599806785583,0.4293440878391266,0.5986999869346619,1.4323431253433228
114,0.8526399731636047,0.4321880042552948,0.5982999801635742,1.4447863101959229
115,0.8540999889373779,0.4227864444255829,0.5983999967575073,1.442311406135559
116,0.8558200001716614,0.4218443036079407,0.598800003528595,1.4405423402786255
117,0.8563600182533264,0.42330601811408997,0.5957000255584717,1.4360828399658203
118,0.8605800271034241,0.41520828008651733,0.5990999937057495,1.4443432092666626
119,0.8598200082778931,0.4086334705352783,0.5983999967575073,1.4574881792068481
120,0.8602799773216248,0.41020524501800537,0.6000000238418579,1.4520037174224854
121,0.8592399954795837,0.412257581949234,0.5963000059127808,1.441208839416504
122,0.8599799871444702,0.40887871384620667,0.5983999967575073,1.4427597522735596
123,0.862280011177063,0.4008823037147522,0.5997999906539917,1.4557386636734009
124,0.8630800247192383,0.40220046043395996,0.6000999808311462,1.4515129327774048
125,0.861739993095398,0.4013904929161072,0.6007999777793884,1.4611787796020508
126,0.8646799921989441,0.39608049392700195,0.6035000085830688,1.4599801301956177
127,0.8659800291061401,0.39319145679473877,0.602400004863739,1.4708073139190674
128,0.866599977016449,0.3968355357646942,0.5981000065803528,1.46219003200531
129,0.8650400042533875,0.39715397357940674,0.5989999771118164,1.467441201210022
130,0.8652200102806091,0.39108628034591675,0.5997999906539917,1.4756288528442383
131,0.868939995765686,0.38654354214668274,0.6010000109672546,1.4752768278121948
132,0.8698400259017944,0.3823662996292114,0.5978999733924866,1.481231689453125
133,0.866919994354248,0.38320422172546387,0.5983999967575073,1.4819146394729614
134,0.8689600229263306,0.37923046946525574,0.5965999960899353,1.4867442846298218
135,0.8684200048446655,0.3833419978618622,0.6010000109672546,1.4755946397781372
136,0.8694800138473511,0.38442471623420715,0.6000000238418579,1.4780988693237305
137,0.8685799837112427,0.38052913546562195,0.5989999771118164,1.4787791967391968
138,0.8693199753761292,0.38132062554359436,0.5983999967575073,1.4776896238327026
139,0.8693199753761292,0.37649932503700256,0.597599983215332,1.4863837957382202
140,0.8695999979972839,0.38249504566192627,0.5979999899864197,1.4843252897262573
141,0.8741999864578247,0.36819562315940857,0.5993000268936157,1.4895483255386353
142,0.8761199712753296,0.3662819266319275,0.6001999974250793,1.4992164373397827
143,0.8749600052833557,0.36409854888916016,0.6017000079154968,1.5033725500106812
144,0.8718799948692322,0.3741680383682251,0.5989999771118164,1.4904099702835083
145,0.8762199878692627,0.3647440969944,0.5974000096321106,1.488466501235962
146,0.8766599893569946,0.36562809348106384,0.5995000004768372,1.490738034248352
147,0.8746200203895569,0.3629228472709656,0.5989000201225281,1.4944525957107544
148,0.8788400292396545,0.3575889766216278,0.6021000146865845,1.495766282081604
149,0.8786600232124329,0.359015554189682,0.6010000109672546,1.4993833303451538
150,0.8801800012588501,0.3513122797012329,0.6039999723434448,1.491850733757019
151,0.8770599961280823,0.35718411207199097,0.5993000268936157,1.4906959533691406
152,0.8794400095939636,0.35351186990737915,0.6025999784469604,1.4970632791519165
153,0.8793200254440308,0.35355764627456665,0.602400004863739,1.5029445886611938
154,0.8811399936676025,0.34580108523368835,0.6029999852180481,1.5116541385650635
155,0.8797399997711182,0.34907758235931396,0.6025000214576721,1.514150619506836
156,0.8791599869728088,0.35314375162124634,0.600600004196167,1.5052216053009033
157,0.8812000155448914,0.34887397289276123,0.6026999950408936,1.5150412321090698
158,0.8833400011062622,0.33832117915153503,0.5996000170707703,1.5264229774475098
159,0.8827800154685974,0.34387221932411194,0.5999000072479248,1.5209975242614746
160,0.8871200084686279,0.3324282169342041,0.6014999747276306,1.5363335609436035
161,0.8849599957466125,0.3365478813648224,0.5990999937057495,1.5304689407348633
162,0.8854799866676331,0.3390859067440033,0.6018000245094299,1.5230480432510376
163,0.8850399851799011,0.33434799313545227,0.6043999791145325,1.5218778848648071
164,0.8870400190353394,0.33206892013549805,0.6029999852180481,1.5227534770965576
165,0.8858799934387207,0.336866170167923,0.6018000245094299,1.5137569904327393
166,0.8870400190353394,0.33357366919517517,0.602400004863739,1.5152555704116821
167,0.8878999948501587,0.3293684124946594,0.6039999723434448,1.5189841985702515
168,0.8858799934387207,0.33656197786331177,0.6025999784469604,1.5363280773162842
169,0.8854799866676331,0.3333781957626343,0.6029000282287598,1.5287604331970215
170,0.8887799978256226,0.3253117501735687,0.605400025844574,1.5282503366470337
171,0.8876000046730042,0.3326384723186493,0.6047999858856201,1.524946928024292
172,0.8918399810791016,0.31870773434638977,0.6033999919891357,1.5364189147949219
173,0.8893600106239319,0.3263839781284332,0.6037999987602234,1.5317844152450562
174,0.8903800249099731,0.3252062201499939,0.6029000282287598,1.5316085815429688
175,0.8900799751281738,0.32873594760894775,0.6021999716758728,1.5303735733032227
176,0.8888999819755554,0.32174819707870483,0.598800003528595,1.5428690910339355
177,0.8901200294494629,0.3214063346385956,0.5993000268936157,1.5451117753982544
178,0.892579972743988,0.3183109164237976,0.599399983882904,1.544429063796997
179,0.8908799886703491,0.32138195633888245,0.6026999950408936,1.5458366870880127
180,0.8936399817466736,0.31509456038475037,0.5996999740600586,1.537894606590271
181,0.8927000164985657,0.3169318437576294,0.6001999974250793,1.5558136701583862
182,0.8928200006484985,0.3155359625816345,0.6018000245094299,1.5413405895233154
183,0.8942400217056274,0.3127346634864807,0.6049000024795532,1.5480231046676636
184,0.8913000226020813,0.3154645562171936,0.6018000245094299,1.5373564958572388
185,0.8953400254249573,0.31021401286125183,0.6055999994277954,1.5347545146942139
186,0.894599974155426,0.30991706252098083,0.6050999760627747,1.5476211309432983
187,0.897379994392395,0.30407291650772095,0.6051999926567078,1.5519193410873413
188,0.895579993724823,0.3047608435153961,0.5992000102996826,1.5534145832061768
189,0.8964999914169312,0.3048516511917114,0.5979999899864197,1.570136308670044
190,0.893559992313385,0.31234583258628845,0.6018000245094299,1.5516976118087769
191,0.8977800011634827,0.29885050654411316,0.6021999716758728,1.564559817314148
192,0.8958600163459778,0.3052070140838623,0.5993000268936157,1.556380033493042
193,0.8990200161933899,0.3043612539768219,0.6013000011444092,1.5654864311218262
194,0.8960000276565552,0.3059375286102295,0.5990999937057495,1.563978910446167
195,0.899399995803833,0.29573604464530945,0.6040999889373779,1.566062092781067
196,0.899399995803833,0.30079132318496704,0.6025000214576721,1.5578241348266602
197,0.8968999981880188,0.30386659502983093,0.6014000177383423,1.556766390800476
198,0.898419976234436,0.29784122109413147,0.6032000184059143,1.561557650566101
199,0.9020799994468689,0.29284387826919556,0.6018999814987183,1.5665234327316284
