epoch,accuracy,loss,val_accuracy,val_loss
0,0.19631999731063843,2.520468235015869,0.34310001134872437,1.8302830457687378
1,0.269679993391037,2.0773842334747314,0.39070001244544983,1.6932785511016846
2,0.31553998589515686,1.9109477996826172,0.4259999990463257,1.6001430749893188
3,0.3550800085067749,1.7978802919387817,0.45649999380111694,1.523309588432312
4,0.3872399926185608,1.7183778285980225,0.4749000072479248,1.4703415632247925
5,0.414900004863739,1.6445057392120361,0.4948999881744385,1.4257311820983887
6,0.43226000666618347,1.59827721118927,0.5056999921798706,1.3912080526351929
7,0.453359991312027,1.5440824031829834,0.5133000016212463,1.3542327880859375
8,0.4704799950122833,1.5023250579833984,0.5304999947547913,1.3243685960769653
9,0.4837599992752075,1.4600282907485962,0.5368000268936157,1.304712176322937
10,0.4960399866104126,1.4283771514892578,0.5360000133514404,1.282705545425415
11,0.5068600177764893,1.3952301740646362,0.5446000099182129,1.2681539058685303
12,0.5176200270652771,1.3686131238937378,0.54830002784729,1.2545664310455322
13,0.5293800234794617,1.337131381034851,0.5547999739646912,1.2435141801834106
14,0.5400400161743164,1.310516595840454,0.5595999956130981,1.2282495498657227
15,0.5479199886322021,1.2838449478149414,0.5625,1.2182916402816772
16,0.5603799819946289,1.2595794200897217,0.566100001335144,1.2109336853027344
17,0.5685999989509583,1.2365684509277344,0.5673999786376953,1.20182466506958
18,0.5742200016975403,1.219101905822754,0.5702000260353088,1.1898901462554932
19,0.5808600187301636,1.2005420923233032,0.5738000273704529,1.1904947757720947
20,0.5903199911117554,1.1739850044250488,0.5705000162124634,1.1984138488769531
21,0.5956799983978271,1.1539483070373535,0.5738000273704529,1.1857622861862183
22,0.6029599905014038,1.1364085674285889,0.579800009727478,1.1815662384033203
23,0.6086999773979187,1.1193575859069824,0.5788999795913696,1.1770721673965454
24,0.6117799878120422,1.1039562225341797,0.57669997215271,1.1784080266952515
25,0.619979977607727,1.089021921157837,0.5827999711036682,1.173950433731079
26,0.6299200057983398,1.063429594039917,0.5856999754905701,1.1701405048370361
27,0.6325200200080872,1.0569127798080444,0.5849999785423279,1.1715344190597534
28,0.639959990978241,1.0359567403793335,0.5921000242233276,1.170258641242981
29,0.6450799703598022,1.024106740951538,0.5874999761581421,1.1731488704681396
30,0.6478999853134155,1.0117868185043335,0.588699996471405,1.1691662073135376
31,0.654259979724884,0.9976736903190613,0.590399980545044,1.1740138530731201
32,0.656059980392456,0.9879928231239319,0.5934000015258789,1.1761282682418823
33,0.6615200042724609,0.9769145250320435,0.5946999788284302,1.1777702569961548
34,0.665120005607605,0.9615090489387512,0.5975000262260437,1.1728084087371826
35,0.6716600060462952,0.9530878663063049,0.5949000120162964,1.1753264665603638
36,0.6754199862480164,0.9327250123023987,0.5950000286102295,1.1820472478866577
37,0.6807000041007996,0.9158481359481812,0.59579998254776,1.182769775390625
38,0.6792600154876709,0.9197876453399658,0.5949000120162964,1.1860227584838867
39,0.6865800023078918,0.9062278270721436,0.5946999788284302,1.1851871013641357
40,0.6876400113105774,0.8953312635421753,0.5918999910354614,1.192131519317627
41,0.6937000155448914,0.8813827633857727,0.590499997138977,1.1959575414657593
42,0.6980800032615662,0.8710193037986755,0.5928000211715698,1.1927917003631592
43,0.702459990978241,0.8582630753517151,0.5954999923706055,1.194779396057129
44,0.7000399827957153,0.8626641631126404,0.5942000150680542,1.2003570795059204
45,0.705299973487854,0.8496258854866028,0.5902000069618225,1.202682375907898
46,0.7083600163459778,0.840284526348114,0.5899999737739563,1.201338529586792
47,0.7120400071144104,0.8340648412704468,0.5917999744415283,1.2092492580413818
48,0.7125200033187866,0.8282087445259094,0.5949000120162964,1.203798770904541
49,0.7178999781608582,0.8140586614608765,0.5932999849319458,1.2075003385543823
